ÀÏ½Ã,ÁöÁ¡,Æø¿°¿©ºÎ(O/X),ÃÖ°íÃ¼°¨¿Âµµ(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),Æò±Õ±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),Æò±Õ»ó´ë½Àµµ(%),Æø¿°Æ¯º¸(O/X),Æø¿°¿µÇâ¿¹º¸(´Ü°è),¿­´ë¾ß(O/X),ÀÚ¿Ü¼±Áö¼ö(´Ü°è)
2020-07-16,°­Áø±º(259),X,28.4,27.1,22.2,19.3,82.8,X, ,X,³·À½
2020-07-16,ÀåÈï(260),X,28.2,27.1,21.6,19,85.8,X, ,X,³·À½
2020-07-16,ÇØ³²(261),X,28,26.4,21.9,19.2,86.5,X, ,X,³·À½
2020-07-16,°íÈï(262),X,28.1,26.3,21.2,18.5,87.5,X, ,X,³·À½
2020-07-16,ÀÇ·É±º(263),X,29,28.8,22.7,18.7,76.4,X, ,X,³·À½
2020-07-16,ÇÔ¾ç±º(264),X,28.9,28.8,22.2,17.8,78.5,X, ,X,³·À½
2020-07-16,Áøµµ±ºASOS(268),X,27.8,25.8,21.2,18.2,88.9,X, ,X,³·À½
2020-07-16,ºÀÈ­(271),X,27.9,27.2,20.9,17,79.3,X, ,X,³·À½
2020-07-16,¿µÁÖ(272),X,28.7,28,22,17.7,82.5,X, ,X,³·À½
2020-07-16,¹®°æ(273),X,29.2,27.6,22.3,17.8,82.5,X, ,X,³·À½
2020-07-16,Ã»¼Û±º(276),X,29.1,28.6,20.3,14.1,82.9,X, ,X,³·À½
2020-07-16,¿µ´ö(277),X,25.9,24.4,18.7,14.1,84.9,X, ,X,³·À½
2020-07-16,ÀÇ¼º(278),X,29.3,28.9,22,16.3,76.6,X, ,X,³·À½
2020-07-16,±¸¹Ì(279),X,29.5,28.7,22.6,17.9,84.5,X, ,X,³·À½
2020-07-16,¿µÃµ(281),X,27.5,27,19.6,13.6,80,X, ,X,³·À½
2020-07-16,°æÁÖ½Ã(283),X,28.1,27.3,20.4,15.8,82.4,X, ,X,³·À½
2020-07-16,°ÅÃ¢(284),X,28,27,21.9,18,80.6,X, ,X,³·À½
2020-07-16,ÇÕÃµ(285),X,28.5,27.9,22.1,18.3,82.8,X, ,X,³·À½
2020-07-16,¹Ð¾ç(288),X,29.1,29,22.5,18.2,75.3,X, ,X,³·À½
2020-07-16,»êÃ»(289),X,29,28.3,22.3,18,78.9,X, ,X,³·À½
2020-07-16,°ÅÁ¦(294),X,27.1,25.8,21.5,17.6,77.8,X, ,X,³·À½
2020-07-16,³²ÇØ(295),X,27.5,26.2,21.3,18.6,84.8,X, ,X,³·À½
2020-07-16,ºÎÃµ(433),X,,28.9,23.9,19.5,,X, ,X,³·À½
2020-07-16,¾È¾ç(434),X,,29,24.2,20.1,,X, ,X,³·À½
2020-07-16,±¤¸í(437),X,,29.5,25.1,20.6,,X, ,X,³·À½
2020-07-16,±ºÆ÷(438),X,,29.8,24.2,19.1,,X,°ü½É,X,³·À½
2020-07-16,±èÆ÷(441),X,,28.4,23.5,18.9,,X,°ü½É,X,³·À½
2020-07-16,ÇÏ³²(444),X,,30.2,23.6,17.2,,X,°ü½É,X,³·À½
2020-07-16,ÀÇ¿Õ(445),X,,27.9,21.9,16.1,,X, ,X,³·À½
2020-07-16,Æ÷Ãµ(504),X,30.7,30.6,23.9,17.9,72,X,°ü½É,X,³·À½
2020-07-16,°¡ÆòÁ¶Á¾(505),X,30.2,29.8,22.8,15.7,79,X,°ü½É,X,³·À½
2020-07-16,¾È¼º(516),X,30.7,29.9,23.3,17.7,79,X,°ü½É,X,³·À½
2020-07-16,°£¼º(517),X,26.6,24,19.6,14.4,90,X, ,X,³·À½
2020-07-16,ÆòÃ¢(526),X,29.4,29.8,20.6,14.3,77,X, ,X,³·À½
2020-07-16,ÀÇÁ¤ºÎ(532),X,31.9,30.2,23.7,18.1,88,X,°ü½É,X,³·À½
2020-07-16,È¾¼º(536),X,30.8,30.4,21.9,16.2,86,X,°ü½É,X,³·À½
2020-07-16,°í¾ç(540),X,32.2,31.6,24,17.8,78,X,°ü½É,X,³·À½
2020-07-16,³²¾çÁÖ(541),X,30.9,30.3,23.8,18.1,73,X,°ü½É,X,³·À½
2020-07-16,¾È»ê(545),X,29.2,28.5,21.8,15.5,80,X, ,X,³·À½
2020-07-16,°æ±â±¤ÁÖ(546),X,30.1,29.6,22.8,16.6,78,X,°ü½É,X,³·À½
2020-07-16,¿©ÁÖ(548),X,29.4,28.3,22.6,16.6,79,X,°ü½É,X,³·À½
2020-07-16,¿ëÀÎ(549),X,29.2,29.3,22.4,16.5,72,X,°ü½É,X,³·À½
2020-07-16,¿À»ê(550),X,29.9,29.7,23.3,17.6,70,X, ,X,³·À½
2020-07-16,ÆòÅÃ(551),X,30.3,29.2,23.2,17.7,79,X,°ü½É,X,³·À½
2020-07-16,È­Ãµ(555),X,31.5,31.1,23.1,17,83,X,°ü½É,X,³·À½
2020-07-16,¾ç±¸(556),X,31.1,31.4,22.4,15.5,75,X,°ü½É,X,³·À½
2020-07-16,½ÃÈï(565),X,28.8,28.4,23.3,17.3,74,X, ,X,³·À½
2020-07-16,±¸¸®(569),X,31.4,31.6,24.7,18.5,67,X,°ü½É,X,³·À½
2020-07-16,È­¼º(571),X,29.6,28.9,23.1,18,75,X, ,X,³·À½
2020-07-16,¼º³²(572),X,30.1,30.2,24.3,18.1,67,X, ,X,¸Å¿ì³ôÀ½
2020-07-16,°úÃµ(590),X,30.5,29.9,23.8,17.3,75,X,°ü½É,X,³·À½
2020-07-16,¾çÁÖ(598),X,30.8,30.3,24.2,18.6,75,X,°ü½É,X,³·À½
2020-07-16,´Ü¾ç(601),X,31.3,30.3,23.3,18.1,86,X, ,X,³·À½
2020-07-16,ÁøÃµ(602),X,30.1,29.8,23.1,17.8,78,X, ,X,³·À½
2020-07-16,±«»ê(603),X,30,29.8,22.2,16.2,80,X, ,X,³·À½
2020-07-16,¿ÁÃµ(604),X,28.8,27.9,22,17.2,83,X, ,X,³·À½
2020-07-16,È«ºÏ(608),X,29.2,27,21.4,16.3,88,X, ,X,³·À½
2020-07-16,°øÁÖ(612),X,30.2,29.4,23,18.4,82,X, ,X,³·À½
2020-07-16,¼­Ãµ(614),X,29.9,28.6,23.8,21,84,X, ,X,³·À½
2020-07-16,³í»ê(615),X,30.1,29.8,23.4,18.2,79,X, ,X,³·À½
2020-07-16,´çÁø(616),X,28.8,27.7,22,16.5,80,X, ,X,³·À½
2020-07-16,Ã»¾ç(618),X,29.6,28.4,21.9,16.8,85,X, ,X,³·À½
2020-07-16,À½¼º(619),X,29.4,28.7,22,16.5,82,X, ,X,³·À½
2020-07-16,ÁõÆò(623),X,29.3,28.3,22.6,17.6,84,X, ,X,³·À½
2020-07-16,ÅÂ¾È(627),X,29.1,27.6,21.8,16.7,83,X, ,X,³·À½
2020-07-16,¿¹»ê(628),X,29.5,28.9,23,17.7,81,X, ,X,³·À½
2020-07-16,¾Æ»ê(634),X,29,29,22.7,17.3,73,X, ,X,³·À½
2020-07-16,°è·æ(636),X,28.6,27.9,21.2,16.7,82,X, ,X,³·À½
2020-07-16,¿¬ÃµÃ»»ê(652),X,30.6,30.1,23.8,18.6,80,X,°ü½É,X,³·À½
2020-07-16,¾ç¾ç(670),X,27.3,24.4,20,15,93,X, ,X,³·À½
2020-07-16,¹«¾È(699),X,28.4,26.7,21.7,19.1,86,X, ,X,³·À½
2020-07-16,¹«ÁÖ(701),X,30.2,28.6,22.2,18.4,87,X, ,X,³·À½
2020-07-16,ÀÍ»ê(702),X,29.1,28,23.2,19.3,84,X, ,X,³·À½
2020-07-16,Áø¾È(703),X,28,26.9,21.5,17.9,82,X, ,X,³·À½
2020-07-16,´ã¾ç(706),X,31.1,30,23.6,19.5,85,X, ,X,³·À½
2020-07-16,±¸·Ê(709),X,29.8,28.3,23,19.1,83,X, ,X,³·À½
2020-07-16,³ªÁÖ(710),X,29,27.3,22.5,19.2,86,X, ,X,³·À½
2020-07-16,¼øÃµ½Ã(712),X,29.1,27.3,22.5,19.1,85,X, ,X,³·À½
2020-07-16,±¤¾çÀ¾(713),X,29,28.9,22.7,18.9,69,X, ,X,³·À½
2020-07-16,Àå¼º(730),X,29.7,28.5,22.8,19.1,83,X, ,X,³·À½
2020-07-16,¿µ¾Ï(731),X,28.2,26.3,22.3,19.3,89,X, ,X,³·À½
2020-07-16,º¸¼º(732),X,27.9,26,20.9,18.3,88,X, ,X,³·À½
2020-07-16,¿ÏÁÖ(734),X,29.9,28.9,22.4,17.6,84,X, ,X,³·À½
2020-07-16,±èÁ¦(737),X,29.1,27.8,22.9,19.7,84,X, ,X,³·À½
2020-07-16,È­¼ø(741),X,29.1,28.1,22.6,18.8,80,X, ,X,³·À½
2020-07-16,ÇÔÆò(754),X,28.9,27.3,22.6,18.9,86,X, ,X,³·À½
2020-07-16,°î¼º(768),X,29.7,29.8,23.3,18.6,81,X, ,X,³·À½
2020-07-16,¾ÐÇØµµ(789),X,28.7,26.4,22.1,19.4,87,X, ,X,³·À½
2020-07-16,¿µ¾ç(801),X,28.2,27.8,20.2,15.5,82,X, ,X,³·À½
2020-07-16,¼ºÁÖ(810),X,28.8,28.9,22.2,17.8,74,X, ,X,³·À½
2020-07-16,°í·É(812),X,28.5,28.5,21.8,17.8,84,X, ,X,³·À½
2020-07-16,Ã»µµ(813),X,29.5,29.1,22.1,17.4,78,X, ,X,³·À½
2020-07-16,¿¹Ãµ(815),X,28.8,28.4,22.5,18.5,75,X, ,X,³·À½
2020-07-16,±èÃµ(822),X,29.9,29.2,22.9,18.3,80,X, ,X,³·À½
2020-07-16,±ºÀ§(823),X,29.4,28.6,21.8,15.8,79,X, ,X,³·À½
2020-07-16,Ä¥°î(825),X,29,28.6,22.8,18.6,75,X, ,X,³·À½
2020-07-16,°æ»ê(827),X,28.2,28.8,21.7,16.4,70,X, ,X,³·À½
2020-07-16,»ïÃ´(876),X,25.5,24,19.3,14.6,82,X, ,X,³·À½
2020-07-16,¼ÓÃÊ(90),X,26,24.3,20.5,15.7,80.5,X, ,X,³·À½
2020-07-16,»ïÃµÆ÷(907),X,28,25.9,21.1,18.3,83,X, ,X,³·À½
2020-07-16,°í¼º(918),X,27.9,26.4,21.7,18.2,82,X, ,X,³·À½
2020-07-16,Ã¢³ç(919),X,29.3,28.2,22.7,18.7,81,X, ,X,³·À½
2020-07-16,ÇÔ¾È(920),X,29.1,27.9,21.5,17.7,84,X, ,X,³·À½
2020-07-16,ºÏÃáÃµ(93),X,31,30.3,22.7,16.7,86.1,X,°ü½É,X,¸Å¿ì³ôÀ½
2020-07-16,ÇÏµ¿(932),X,29,28.1,22.3,19,84,X, ,X,³·À½
2020-07-16,Ã¶¿ø(95),X,30.5,29.1,23.3,17.9,87.3,X,°ü½É,X,³·À½
2020-07-16,µ¿µÎÃµ(98),X,31.6,30.1,23.9,19.2,83,X,°ü½É,X,³·À½
2020-07-16,ÆÄÁÖ(99),X,30.9,29.1,23.1,18.5,85.6,X,°ü½É,X,³·À½
2020-07-17,ºÏ°­¸ª(104),X,26.2,24.7,20.5,15.7,81.3,X, ,X,¸Å¿ì³ôÀ½
2020-07-17,µ¿ÇØ(106),X,24.6,22.5,19,15.1,86,X, ,X,³·À½
2020-07-17,¼­¿ï(108),X,32,31.6,26,21.5,72,X,°ü½É,X,¸Å¿ì³ôÀ½
2020-07-17,ÀÎÃµ(112),X,28.8,27.7,24.3,21.3,74.9,X,°ü½É,X,¸Å¿ì³ôÀ½
2020-07-17,¿øÁÖ(114),X,29.8,30.4,24.7,20.1,69.3,X,°ü½É,X,³·À½
2020-07-17,¿ï¸ªµµ(115),X,25.6,23.4,20.1,17.3,87.1,X, ,X,³·À½
2020-07-17,¼ö¿ø(119),X,31.6,29.8,24.4,20.4,83.8,X, ,X,³·À½
2020-07-17,¿µ¿ù(121),X,31.4,32.7,24.1,17.2,71.1,X,°ü½É,X,³·À½
2020-07-17,ÃæÁÖ(127),X,30.9,30.8,24.6,19.1,75.9,X,°ü½É,X,³·À½
2020-07-17,¼­»ê(129),X,30.9,29.8,23.3,17.6,75.1,X,°ü½É,X,¸Å¿ì³ôÀ½
2020-07-17,¿ïÁø(130),X,24.8,22.6,19.2,15,86.1,X, ,X,³·À½
2020-07-17,Ã»ÁÖ(131),X,31.5,31.5,25.7,21,69.3,X, ,X,¸Å¿ì³ôÀ½
2020-07-17,´ëÀü(133),X,31.8,30.9,25,19.9,81.1,X,°ü½É,X,³ôÀ½
2020-07-17,ÃßÇ³·É(135),X,28.8,28.3,21.8,17,77.4,X, ,X,³·À½
2020-07-17,¾Èµ¿(136),X,29.2,29.9,22.6,17,66.8,X, ,X,¸Å¿ì³ôÀ½
2020-07-17,»óÁÖ(137),X,30.6,29.5,23.4,17.9,78.8,X, ,X,³·À½
2020-07-17,Æ÷Ç×(138),X,25.5,23.3,21,17.6,81.5,X, ,X,³·À½
2020-07-17,±º»ê(140),X,29.5,28,23.2,18.7,80.5,X, ,X,³·À½
2020-07-17,´ë±¸(143),X,28.4,28.8,22.7,17.3,65.9,X, ,X,¸Å¿ì³ôÀ½
2020-07-17,ÀüÁÖ(146),X,30.6,29.2,24.1,20.9,75.1,X,°ü½É,X,¸Å¿ì³ôÀ½
2020-07-17,¿ï»ê(152),X,26.2,24.4,20.1,15.6,85.5,X, ,X,¸Å¿ì³ôÀ½
2020-07-17,Ã¢¿ø(155),X,27.5,26.6,22,18.1,75.5,X, ,X,¸Å¿ì³ôÀ½
2020-07-17,±¤ÁÖ(156),X,30.9,30.1,24.4,20.6,84,X,°ü½É,X,¸Å¿ì³ôÀ½
2020-07-17,ºÎ»ê(159),X,27,25.9,21.8,17.8,75,X, ,X,¸Å¿ì³ôÀ½
2020-07-17,Åë¿µ(162),X,27.9,27,22.8,19.4,72.5,X, ,X,³·À½
2020-07-17,¸ñÆ÷(165),X,28.5,26.4,22.8,20.4,84.8,X, ,X,³ôÀ½
2020-07-17,¿©¼ö(168),X,27.7,26,22.6,20.8,81.8,X, ,X,³·À½
2020-07-17,Èæ»êµµ(169),X,28,25.8,21.7,18.3,86.9,X, ,X,³·À½
2020-07-17,¿Ïµµ(170),X,29,27.1,22.1,19,83.6,X, ,X,³·À½
2020-07-17,°íÃ¢(172),X,29.8,28.2,23,18.6,84,X, ,X,³·À½
2020-07-17,Á¦ÁÖ(184),X,27,25.8,23.1,20.1,71.4,X, ,X,¸Å¿ì³ôÀ½
2020-07-17,ÁøÁÖ(192),X,29.9,29.4,22.7,18.8,81.9,X, ,X,³·À½
2020-07-17,¾çÆò(202),X,31.7,31.6,24.6,19.6,82.3,X,°ü½É,X,³·À½
2020-07-17,ÀÌÃµ(203),X,31.9,31.2,24.4,19.1,86.1,X,°ü½É,X,³·À½
2020-07-17,ÀÎÁ¦(211),X,31.5,31.7,23.7,17.9,71.9,X,°ü½É,X,³·À½
2020-07-17,È«Ãµ(212),X,32.1,32.3,23.4,19.1,81.3,X,°ü½É,X,³·À½
2020-07-17,ÅÂ¹é(216),X,26.8,26.1,18.8,11.5,77.9,X, ,X,³·À½
2020-07-17,Á¤¼±±º(217),X,30.4,31.4,22.5,15.5,70.6,X,°ü½É,X,³·À½
2020-07-17,Á¦Ãµ(221),X,30.4,30,23.5,18.5,76.8,X,°ü½É,X,³·À½
2020-07-17,º¸Àº(226),X,29.8,29.2,22.8,17.9,82.8,X, ,X,³·À½
2020-07-17,Ãµ¾È(232),X,30.7,29.6,23.8,18.7,79.6,X,°ü½É,X,³·À½
2020-07-17,º¸·É(235),X,28.8,27.8,22.7,18.1,79.6,X, ,X,³·À½
2020-07-17,ºÎ¿©(236),X,31.4,30.7,23.7,18.7,82.4,X,°ü½É,X,³·À½
2020-07-17,±Ý»ê(238),X,30.7,30.2,23.6,18.3,80.6,X, ,X,³·À½
2020-07-17,¼¼Á¾(239),X,30.8,30.5,24.1,18.3,75.8,X,°ü½É,X,¸Å¿ì³ôÀ½
2020-07-17,ºÎ¾È(243),X,29.6,27.7,23.1,18.7,84.1,X,°ü½É,X,³·À½
2020-07-17,ÀÓ½Ç(244),X,29.7,28.2,22.3,18.7,86.3,X, ,X,³·À½
2020-07-17,Á¤À¾(245),X,30.5,29.1,23.1,18.5,77.9,X,°ü½É,X,³·À½
2020-07-17,³²¿ø(247),X,30.9,30.6,24.1,19.3,79.9,X, ,X,³·À½
2020-07-17,Àå¼ö(248),X,29.6,28.4,21.1,16.3,90.5,X, ,X,³·À½
2020-07-17,¿µ±¤±º(252),X,30,28.4,22.9,18.3,81.1,X, ,X,³·À½
2020-07-17,±èÇØ½Ã(253),X,29.7,28.6,22.5,16.6,77.4,X, ,X,³·À½
2020-07-17,¼øÃ¢±º(254),X,30.8,30.8,24.1,18.5,79.3,X, ,X,³·À½
2020-07-17,¾ç»ê½Ã(257),X,29.9,29.1,22.9,17.1,75.9,X, ,X,³·À½
2020-07-17,°­Áø±º(259),X,30.2,28.8,23,18.9,80.4,X, ,X,³·À½
2020-07-17,ÀåÈï(260),X,29.5,27.6,22.6,19.1,84,X, ,X,³·À½
2020-07-17,ÇØ³²(261),X,29.9,27.9,21.9,17.2,84.6,X, ,X,³·À½
2020-07-17,°íÈï(262),X,29.2,27.4,22,19.2,83.9,X, ,X,³·À½
2020-07-17,ÀÇ·É±º(263),X,29.6,29.9,23.4,18.7,74.6,X, ,X,³·À½
2020-07-17,ÇÔ¾ç±º(264),X,30.5,30.5,22.5,17,80.8,X, ,X,³·À½
2020-07-17,Áøµµ±ºASOS(268),X,28.8,26.7,21.7,16.6,86.3,X, ,X,³·À½
2020-07-17,ºÀÈ­(271),X,28.2,28,20.7,15.2,79.8,X, ,X,³·À½
2020-07-17,¿µÁÖ(272),X,29.4,29,22,17.8,82.9,X, ,X,³·À½
2020-07-17,¹®°æ(273),X,29.6,29,22.5,17.1,79.3,X, ,X,³·À½
2020-07-17,Ã»¼Û±º(276),X,29,28.5,20.3,13.3,82,X, ,X,³·À½
2020-07-17,¿µ´ö(277),X,26.2,24.7,19,14.5,86.1,X, ,X,³·À½
2020-07-17,ÀÇ¼º(278),X,30.3,30.8,22.7,16.1,71.1,X,°ü½É,X,³·À½
2020-07-17,±¸¹Ì(279),X,31,30.4,24,17.7,74.4,X, ,X,³·À½
2020-07-17,¿µÃµ(281),X,27.6,27.2,20.6,14.9,77.6,X, ,X,³·À½
2020-07-17,°æÁÖ½Ã(283),X,28.5,27.4,20.8,14.9,81.8,X, ,X,³·À½
2020-07-17,°ÅÃ¢(284),X,29.7,28.8,22.2,17,81.9,X, ,X,³·À½
2020-07-17,ÇÕÃµ(285),X,29.7,29.1,23.3,18.8,78.6,X, ,X,³·À½
2020-07-17,¹Ð¾ç(288),X,29.4,30,22.9,17.2,70.5,X, ,X,³·À½
2020-07-17,»êÃ»(289),X,30.7,29.8,23,17.7,79.1,X,°ü½É,X,³·À½
2020-07-17,°ÅÁ¦(294),X,27.8,26.5,22.1,18.6,76.1,X, ,X,³·À½
2020-07-17,³²ÇØ(295),X,28.4,26.9,21.9,18.7,83.6,X, ,X,³·À½
2020-07-17,ºÎÃµ(433),X,,29.3,24.6,20.5,,X,°ü½É,X,³·À½
2020-07-17,¾È¾ç(434),X,,29.8,25.2,21.3,,X,°ü½É,X,³·À½
2020-07-17,±¤¸í(437),X,,31.3,26,21.6,,X,°ü½É,X,³·À½
2020-07-17,±ºÆ÷(438),X,,30.9,24.8,20.5,,X,°ü½É,X,³·À½
2020-07-17,±èÆ÷(441),X,,30.5,24.8,20.3,,X,°ü½É,X,³·À½
2020-07-17,ÇÏ³²(444),X,,32.4,24.9,19.4,,X,°ü½É,X,³·À½
2020-07-17,ÀÇ¿Õ(445),X,,29.3,22.8,18,,X, ,X,³·À½
2020-07-17,Æ÷Ãµ(504),X,32.2,31.7,24.9,20,76,X,°ü½É,X,³·À½
2020-07-17,°¡ÆòÁ¶Á¾(505),X,31.8,30.6,24.2,19.6,83,X,°ü½É,X,³·À½
2020-07-17,¾È¼º(516),X,32.3,31.3,24.4,19.1,78,X,°ü½É,X,³·À½
2020-07-17,°£¼º(517),X,27.4,24.6,20.7,16.5,90,X, ,X,³·À½
2020-07-17,ÆòÃ¢(526),X,30.2,30.4,22.9,16,73,X, ,X,³·À½
2020-07-17,ÀÇÁ¤ºÎ(532),X,32.5,30.7,24.1,19.8,91,X,°ü½É,X,³·À½
2020-07-17,È¾¼º(536),X,32,31.4,23.3,18,83,X,°ü½É,X,³·À½
2020-07-17,°í¾ç(540),O,33.5,33.4,25.1,19.3,77,X,°ü½É,X,³·À½
2020-07-17,³²¾çÁÖ(541),X,32.6,32.4,25.2,20.3,76,X,°ü½É,X,³·À½
2020-07-17,¾È»ê(545),X,31.2,29.5,23.2,18,85,X, ,X,³·À½
2020-07-17,°æ±â±¤ÁÖ(546),X,31.7,31.4,25.1,19.1,76,X,°ü½É,X,³·À½
2020-07-17,¿©ÁÖ(548),X,30.8,30.1,23.6,19.1,82,X,°ü½É,X,³·À½
2020-07-17,¿ëÀÎ(549),X,30.4,30.1,23.8,18.4,71,X,°ü½É,X,³·À½
2020-07-17,¿À»ê(550),X,31.2,30.5,24.7,19.7,70,X, ,X,³·À½
2020-07-17,ÆòÅÃ(551),X,31.7,30.7,24.1,19.5,80,X,°ü½É,X,³·À½
2020-07-17,È­Ãµ(555),X,32.7,33.1,25.4,20.7,80,X,°ü½É,X,³·À½
2020-07-17,¾ç±¸(556),X,31.9,32.4,24.3,18.9,75,X,°ü½É,X,³·À½
2020-07-17,½ÃÈï(565),X,30.3,29.2,24.2,19.2,77,X, ,X,³·À½
2020-07-17,±¸¸®(569),X,32.7,32.9,26.1,20.6,69,X,°ü½É,X,³·À½
2020-07-17,È­¼º(571),X,31,29.8,23.9,19.5,78,X,°ü½É,X,³·À½
2020-07-17,¼º³²(572),X,31.4,31.6,25.6,20.1,69,X,°ü½É,X,¸Å¿ì³ôÀ½
2020-07-17,°úÃµ(590),X,31.7,30.7,24.6,19,78,X,°ü½É,X,³·À½
2020-07-17,¾çÁÖ(598),X,31.7,31.3,25.1,19.1,76,X,°ü½É,X,³·À½
2020-07-17,´Ü¾ç(601),X,32.5,32.3,24.2,19.7,85,X,°ü½É,X,³·À½
2020-07-17,ÁøÃµ(602),X,31.2,30.6,24.3,19,76,X, ,X,³·À½
2020-07-17,±«»ê(603),X,31.3,31.5,24.3,18.9,77,X, ,X,³·À½
2020-07-17,¿ÁÃµ(604),X,30.3,30.3,23.7,18.6,78,X, ,X,³·À½
2020-07-17,È«ºÏ(608),X,31,29.5,22.5,16.8,84,X,°ü½É,X,³·À½
2020-07-17,°øÁÖ(612),X,32.2,31.9,24.6,18.5,80,X,°ü½É,X,³·À½
2020-07-17,¼­Ãµ(614),X,30.2,28.7,23.8,19.2,80,X, ,X,³·À½
2020-07-17,³í»ê(615),X,32.2,31.5,24.5,19.2,79,X,°ü½É,X,³·À½
2020-07-17,´çÁø(616),X,30.2,28.8,22.9,17.9,81,X, ,X,³·À½
2020-07-17,Ã»¾ç(618),X,31.2,29.9,22.7,16.9,83,X,°ü½É,X,³·À½
2020-07-17,À½¼º(619),X,31.4,30.4,24,18.7,82,X,°ü½É,X,³·À½
2020-07-17,ÁõÆò(623),X,31.3,30.5,24.5,19.6,82,X, ,X,³·À½
2020-07-17,ÅÂ¾È(627),X,29.7,28.5,23,18.6,82,X, ,X,³·À½
2020-07-17,¿¹»ê(628),X,31.3,30,23.8,18.7,80,X,°ü½É,X,³·À½
2020-07-17,¾Æ»ê(634),X,31,30.5,23.8,18.1,76,X,°ü½É,X,³·À½
2020-07-17,°è·æ(636),X,31,30.1,23,16.9,82,X, ,X,³·À½
2020-07-17,¿¬ÃµÃ»»ê(652),X,31.5,31.1,25.4,20,79,X,°ü½É,X,³·À½
2020-07-17,¾ç¾ç(670),X,27.8,24.6,20.7,16.4,94,X, ,X,³·À½
2020-07-17,¹«¾È(699),X,29.3,27.6,22.8,18.5,84,X, ,X,³·À½
2020-07-17,¹«ÁÖ(701),X,31.3,30.5,23,16.8,85,X, ,X,³·À½
2020-07-17,ÀÍ»ê(702),X,31.1,29.6,23.6,18.7,83,X,°ü½É,X,³·À½
2020-07-17,Áø¾È(703),X,29.3,28.6,22,18.2,87,X,°ü½É,X,³·À½
2020-07-17,´ã¾ç(706),O,33.3,31.1,24.7,19.5,89,X,°ü½É,X,³·À½
2020-07-17,±¸·Ê(709),X,31.2,30.2,24.2,20.5,79,X,°ü½É,X,³·À½
2020-07-17,³ªÁÖ(710),X,30.7,29.2,24,19.7,84,X,°ü½É,X,³·À½
2020-07-17,¼øÃµ½Ã(712),X,30.3,28.8,23.9,21,80,X, ,X,³·À½
2020-07-17,±¤¾çÀ¾(713),X,29.5,29.8,23.9,20.1,62,X, ,X,³·À½
2020-07-17,Àå¼º(730),X,30.7,29.4,23.3,19.3,83,X, ,X,³·À½
2020-07-17,¿µ¾Ï(731),X,30.4,28.7,23.1,18.7,87,X, ,X,³·À½
2020-07-17,º¸¼º(732),X,29.3,27.7,22.2,18.9,85,X, ,X,³·À½
2020-07-17,¿ÏÁÖ(734),X,31.7,30.4,23.7,19.2,85,X,°ü½É,X,³·À½
2020-07-17,±èÁ¦(737),X,30.5,28.8,23.5,20,82,X,°ü½É,X,³·À½
2020-07-17,È­¼ø(741),X,30.5,29.8,24.2,20.5,77,X,°ü½É,X,³·À½
2020-07-17,ÇÔÆò(754),X,30.1,28.3,23.2,18.3,85,X, ,X,³·À½
2020-07-17,°î¼º(768),X,31.4,31.3,24.4,20.6,82,X,°ü½É,X,³·À½
2020-07-17,¾ÐÇØµµ(789),X,29.6,27.2,22.8,19.4,89,X, ,X,³·À½
2020-07-17,¿µ¾ç(801),X,28.7,28.1,20.2,14.6,80,X, ,X,³·À½
2020-07-17,¼ºÁÖ(810),X,29.9,30.1,23.7,18,68,X, ,X,³·À½
2020-07-17,°í·É(812),X,29.7,30.5,22.9,18.7,78,X, ,X,³·À½
2020-07-17,Ã»µµ(813),X,29.6,29.6,22.2,15.3,74,X, ,X,³·À½
2020-07-17,¿¹Ãµ(815),X,30,30.2,22.7,16.8,73,X,°ü½É,X,³·À½
2020-07-17,±èÃµ(822),X,31.7,30.7,23.2,17.5,83,X,°ü½É,X,³·À½
2020-07-17,±ºÀ§(823),X,30.4,30.1,22.8,16.4,75,X, ,X,³·À½
2020-07-17,Ä¥°î(825),X,30,29.7,23.4,17.7,74,X, ,X,³·À½
2020-07-17,°æ»ê(827),X,28.7,29.1,22.1,16.6,69,X, ,X,³·À½
2020-07-17,»ïÃ´(876),X,26.1,24.5,20.1,15.8,82,X, ,X,³·À½
2020-07-17,¼ÓÃÊ(90),X,26.7,24.9,21.5,17.9,81.5,X, ,X,³·À½
2020-07-17,»ïÃµÆ÷(907),X,28.2,26.6,21.9,19.3,82,X, ,X,³·À½
2020-07-17,°í¼º(918),X,28.4,27.1,22.7,19,79,X, ,X,³·À½
2020-07-17,Ã¢³ç(919),X,30.4,29.9,23.4,17.7,78,X,°ü½É,X,³·À½
2020-07-17,ÇÔ¾È(920),X,29.6,28.9,22,17.5,83,X, ,X,³·À½
2020-07-17,ºÏÃáÃµ(93),X,32.9,32.7,24.8,20,84,X,°ü½É,X,¸Å¿ì³ôÀ½
2020-07-17,ÇÏµ¿(932),X,30.3,29.4,22.9,18.9,82,X,°ü½É,X,³·À½
2020-07-17,Ã¶¿ø(95),X,32,30.6,24.7,20.3,87.1,X,°ü½É,X,³·À½
2020-07-17,µ¿µÎÃµ(98),X,32.5,30.8,25.1,20.1,82.5,X,°ü½É,X,³·À½
2020-07-17,ÆÄÁÖ(99),X,31.8,30.5,24,18.8,84.6,X,°ü½É,X,³·À½
